id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,毛坯,https://sz.lianjia.com/ershoufang/105100695700.html,2013年建/板塔结合,53453元/平米,全盛紫云庭,89.8㎡,480,龙岗区?龙岗中心城?,东,商品房,4室2厅1厨3卫,有,低楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105101200631.html,2005年建/板塔结合,81696元/平米,城市主场,32.56㎡,266,福田区?八卦岭?,东北,商品房,1室1厅1厨1卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101211494.html,2008年建/板塔结合,72083元/平米,水木澜山居,74.22㎡,535,福田区?梅林?,南,商品房,2室1厅1厨1卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100792591.html,2010年建/塔楼,29825元/平米,缤纷世纪,57㎡,170,龙岗区?龙岗中心城?,东北,商品房,2室1厅1厨1卫,有,低楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101028129.html,2012年建/塔楼,44968元/平米,星河时代,153㎡,688,龙岗区?大运新城?,南,商品房,4室1厅1厨2卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101133000.html,2006年建/板塔结合,48265元/平米,锦绣东方,112.92㎡,545,龙岗区?龙岗中心城?,南,商品房,4室2厅1厨2卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100606528.html,2008年建/板塔结合,49980元/平米,万科城四期,123.05㎡,615,龙岗区?坂田?,南,商品房,3室2厅1厨2卫,有,低楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100530464.html,2000年建/板塔结合,64662元/平米,金地海景花园,173.21㎡,1120,福田区?上下沙?,南,商品房,4室2厅1厨3卫,有,中楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101117001.html,2003年建/塔楼,71822元/平米,中海深圳湾畔花园,74.49㎡,535,南山区?白石洲?,东北,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100577706.html,2006年建/塔楼,43340元/平米,英郡年华,96.91㎡,420,龙岗区?丹竹头?,西南,商品房,3室1厅1厨1卫,有,中楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100559658.html,2002年建/板塔结合,32892元/平米,鸿基花园,78.44㎡,258,龙岗区?龙岗中心城?,西南,商品房,2室2厅1厨1卫,有,中楼层 (共10层)
,简装,https://sz.lianjia.com/ershoufang/105100707991.html,1995年建/板塔结合,41810元/平米,双龙花园,87.3㎡,365,宝安区?西乡?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105100990546.html,2005年建/板塔结合,103651元/平米,葵花公寓,35.89㎡,372,福田区?石厦?,南,商品房,1室1厅1厨1卫,有,低楼层 (共35层)
,其他,https://sz.lianjia.com/ershoufang/105100998090.html,2006年建/板塔结合,64572元/平米,美丽湾国际公寓,46.46㎡,300,南山区?南山中心?,东,商品房,2室2厅1厨1卫,有,中楼层 (共14层)
,其他,https://sz.lianjia.com/ershoufang/105101049000.html,2013年建/塔楼,64498元/平米,万象新天,69.77㎡,450,宝安区?西乡?,南,商品房,3室1厅1厨1卫,有,中楼层 (共14层)
,其他,https://sz.lianjia.com/ershoufang/105101054338.html,2011年建/板塔结合,101891元/平米,铭筑,88.33㎡,900,南山区?前海?,南 北,商品房,4室1厅1厨2卫,有,低楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105101120164.html,2003年建/板塔结合,81763元/平米,碧海红树园,116.19㎡,950,福田区?上下沙?,南,商品房,3室1厅1厨2卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100331186.html,2000年建/板塔结合,60777元/平米,金丽豪苑,106.95㎡,650,罗湖区?翠竹?,东南,商品房,3室1厅1厨2卫,有,低楼层 (共34层)
,简装,https://sz.lianjia.com/ershoufang/105101132453.html,2006年建/板塔结合,77024元/平米,圣淘沙骏园,92.18㎡,710,宝安区?西乡?,西北,商品房,3室2厅1厨1卫,有,中楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105101105328.html,2002年建/塔楼,37236元/平米,国展苑一期,50.49㎡,188,龙岗区?布吉关?,西北,商品房,2室2厅1厨1卫,有,低楼层 (共35层)
,精装,https://sz.lianjia.com/ershoufang/105101220255.html,2005年建/塔楼,46601元/平米,阳光新干线家园,39.27㎡,183,罗湖区?春风路?,西北,商品房,1室1厅1厨1卫,有,中楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105100885200.html,1999年建/板塔结合,57995元/平米,江南名苑,160.36㎡,930,福田区?皇岗?,南 北,商品房,4室2厅1厨3卫,有,高楼层 (共12层)
,其他,https://sz.lianjia.com/ershoufang/105101018281.html,2010年建/板楼,42534元/平米,中海康城国际一期,76.41㎡,325,龙岗区?大运新城?,西北,商品房,3室1厅1厨1卫,有,高楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105100891939.html,2016年建/板塔结合,73346元/平米,塑和公园华府,115.89㎡,850,罗湖区?东门?,东南,商品房,3室1厅1厨2卫,暂无数据,中楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105100810354.html,1997年建/塔楼,55432元/平米,中银花园,84.79㎡,470,福田区?莲花?,南 西南,商品房,2室2厅1厨1卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101193459.html,1993年建/板塔结合,49749元/平米,新安湖花园,79.4㎡,395,宝安区?新安?,东南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101164988.html,2008年建/板塔结合,97117元/平米,金泓凯旋城二期,267.72㎡,2600,宝安区?宝安中心?,东南,商品房,8室3厅1厨5卫,有,高楼层 (共23层)
,毛坯,https://sz.lianjia.com/ershoufang/105100090056.html,2013年建/板塔结合,79271元/平米,中洲华府,227.07㎡,1800,宝安区?新安?,东南,商品房,5室3厅1厨4卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101132836.html,2001年建/板塔结合,79190元/平米,麒麟花园,108.6㎡,860,南山区?南头?,北,商品房,3室2厅1厨2卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101036839.html,2004年建/板塔结合,88088元/平米,城市印象,97.63㎡,860,南山区?南山中心?,南 北,商品房,3室1厅2厨2卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101200774.html,2004年建/板塔结合,43946元/平米,康达尔花园四期,71.68㎡,315,龙岗区?布吉大芬?,东北,商品房,2室2厅1厨1卫,有,高楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105101221410.html,2008年建/塔楼,46531元/平米,信义假日名城六期溢芳园,75.22㎡,350,龙岗区?布吉关?,南,商品房,2室2厅1厨1卫,有,高楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105101001435.html,2008年建/塔楼,62481元/平米,碧海富通城三期,65.62㎡,410,宝安区?碧海?,东北,商品房,3室2厅1厨1卫,有,高楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105100485796.html,1994年建/塔楼,46309元/平米,宝乐花园,74.5㎡,345,宝安区?新安?,西南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105101220541.html,2000年建/板楼,51195元/平米,润裕花园,93.76㎡,480,福田区?梅林?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,简装,https://sz.lianjia.com/ershoufang/105101098555.html,2000年建/板塔结合,61212元/平米,益田村,98.02㎡,600,福田区?石厦?,北,商品房,4室1厅1厨1卫,有,低楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101075955.html,2006年建/塔楼,42514元/平米,英郡年华,63.98㎡,272,龙岗区?丹竹头?,西南,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,毛坯,https://sz.lianjia.com/ershoufang/105101015311.html,2009年建/板塔结合,35879元/平米,振业城,245.27㎡,880,龙岗区?横岗?,南,商品房,4室2厅1厨3卫,有,中楼层 (共19层)
,精装,https://sz.lianjia.com/ershoufang/105101208432.html,2001年建/塔楼,54020元/平米,新玥庭,77.75㎡,420,宝安区?新安?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105101215066.html,2013年建/板塔结合,39231元/平米,美佳华首誉,135.1㎡,530,龙华区?观澜?,南 北,商品房,4室2厅1厨2卫,有,中楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105101220203.html,2014年建/板塔结合,107561元/平米,红树别院,63.22㎡,680,南山区?科技园?内环内,南,商品房,2室1厅1厨1卫,有,低楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105100984481.html,2006年建/板塔结合,74184元/平米,万科东方尊峪,175.24㎡,1300,罗湖区?莲塘?,南 北,商品房,4室2厅1厨2卫,有,高楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105100962861.html,2003年建/板塔结合,38911元/平米,中城康桥花园二期,69.39㎡,270,龙岗区?丹竹头?,北,商品房,2室2厅1厨1卫,有,高楼层 (共12层)
,其他,https://sz.lianjia.com/ershoufang/105100945208.html,2005年建/板塔结合,73962元/平米,花好园,56.11㎡,415,福田区?上下沙?,南,商品房,2室1厅1厨1卫,有,中楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105101135273.html,2014年建/板塔结合,57937元/平米,翡翠公寓,45.74㎡,265,罗湖区?翠竹?中环至外环,西南,商品房,3室1厅1厨1卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101189698.html,2010年建/塔楼,66422元/平米,阳光天健城,165.61㎡,1100,龙岗区?大运新城?,南,商品房,5室1厅1厨2卫,有,高楼层 (共27层)
,其他,https://sz.lianjia.com/ershoufang/105101218177.html,2003年建/板楼,41329元/平米,茵悦之生花园一期,66.54㎡,275,龙岗区?布吉水径?,北,商品房,3室1厅1厨1卫,暂无数据,中楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101094312.html,1996年建/塔楼,52090元/平米,福泉花园,80.63㎡,420,福田区?皇岗?,东南,商品房,3室1厅1厨2卫,有,低楼层 (共20层)
,其他,https://sz.lianjia.com/ershoufang/105101011114.html,2002年建/板塔结合,57277元/平米,益田村,106.5㎡,610,福田区?石厦?,北,商品房,3室1厅1厨1卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105100150266.html,2003年建/塔楼,67125元/平米,中海深圳湾畔花园,134.08㎡,900,南山区?白石洲?,东南,商品房,4室2厅1厨3卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100897635.html,2006年建/板塔结合,78137元/平米,春树里,66.55㎡,520,南山区?蛇口?,西北,商品房,2室2厅1厨1卫,有,低楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105100316708.html,2005年建/板塔结合,55737元/平米,虹桥星座大厦,43.06㎡,240,罗湖区?笋岗?,北,商品房,2室1厅1厨1卫,有,低楼层 (共22层)
,其他,https://sz.lianjia.com/ershoufang/105101014381.html,2003年建/板塔结合,39436元/平米,阳光花园,72.27㎡,285,龙岗区?布吉街?,南,商品房,2室1厅1厨1卫,有,中楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105100924224.html,2002年建/板塔结合,59049元/平米,鸿洲新都,62.66㎡,370,南山区?南头?,北,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101084092.html,2011年建/板塔结合,67595元/平米,玉湖湾,75.45㎡,510,宝安区?碧海?,东南,商品房,3室2厅1厨1卫,有,低楼层 (共10层)
,精装,https://sz.lianjia.com/ershoufang/105100970041.html,2006年建/板塔结合,57364元/平米,锦绣江南四期,90.65㎡,520,龙华区?深圳北站?,南,商品房,4室3厅1厨3卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101172867.html,2004年建/板塔结合,63208元/平米,云海天城,75.94㎡,480,南山区?后海?,西,商品房,2室1厅1厨1卫,有,中楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105100908269.html,2003年建/板塔结合,47511元/平米,海湾明珠,105.24㎡,500,宝安区?西乡?,东南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101206405.html,2011年建/板塔结合,65259元/平米,向南瑞峰花园,58.23㎡,380,南山区?南山中心?,西,商品房,2室1厅1厨1卫,有,低楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101100146.html,2004年建/塔楼,65307元/平米,新一代国际公寓,36.75㎡,240,南山区?后海?,北,商品房,1室1厅1厨1卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101115023.html,2007年建/板楼,50870元/平米,佳兆业可园五期,91.41㎡,465,龙岗区?布吉南岭?,南,商品房,3室2厅1厨1卫,有,中楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100422356.html,2002年建/板塔结合,86551元/平米,南海玫瑰花园一期,145.58㎡,1260,南山区?蛇口?,东南,商品房,4室2厅1厨2卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101093257.html,2014年建/塔楼,43076元/平米,THETOWN乐城,51.77㎡,223,龙岗区?横岗?,西北,商品房,2室1厅1厨1卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101170536.html,2014年建/板塔结合,49858元/平米,万科麓城一期,70.2㎡,350,龙岗区?布吉水径?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105101191102.html,2008年建/板塔结合,83898元/平米,金泓凯旋城二期,172.83㎡,1450,宝安区?宝安中心?,西南,商品房,4室2厅1厨2卫,有,中楼层 (共23层)
,其他,https://sz.lianjia.com/ershoufang/105100850317.html,2010年建/板楼,31343元/平米,中央悦城,124.43㎡,390,龙岗区?龙岗中心城?,南,商品房,3室2厅1厨2卫,有,中楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100999385.html,1993年建/塔楼,81384元/平米,长安花园,98.3㎡,800,福田区?百花?,东北,商品房,3室2厅1厨2卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101130219.html,2008年建/板塔结合,46072元/平米,慢城三期,78.14㎡,360,龙岗区?布吉大芬?,东,商品房,3室1厅1厨1卫,有,高楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105100990830.html,2005年建/塔楼,50804元/平米,阳光新干线家园,61.02㎡,310,罗湖区?春风路?,东南,商品房,2室1厅1厨1卫,有,中楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105101154913.html,2002年建/塔楼,48292元/平米,知本大厦,269.2㎡,1300,福田区?皇岗?,南,商品房,5室2厅1厨1卫,有,中楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105091367557.html,2007年建/板塔结合,58633元/平米,城投七里香榭,110.86㎡,650,龙华区?深圳北站?,南 北,商品房,3室2厅1厨2卫,有,中楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101222044.html,2007年建/塔楼,59668元/平米,碧海富通城三期,57.82㎡,345,宝安区?碧海?,东北,商品房,2室1厅1厨1卫,有,高楼层 (共24层)
,其他,https://sz.lianjia.com/ershoufang/105101172115.html,2007年建/板塔结合,43291元/平米,翡翠星光园,55.44㎡,240,龙岗区?布吉关?,北,商品房,2室1厅1厨1卫,有,中楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105100521932.html,2003年建/板楼,39157元/平米,紫薇苑西区,141.74㎡,555,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨2卫,有,高楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101211224.html,2008年建/板塔结合,80814元/平米,百仕达乐湖,115.08㎡,930,罗湖区?百仕达?,南,商品房,3室2厅1厨2卫,有,低楼层 (共34层)
,简装,https://sz.lianjia.com/ershoufang/105100600774.html,2010年建/塔楼,72203元/平米,阳光天健城,44.32㎡,320,龙岗区?大运新城?,北,商品房,1室1厅1厨1卫,有,低楼层 (共27层)
,精装,https://sz.lianjia.com/ershoufang/105101209276.html,2009年建/板塔结合,55407元/平米,金港华庭,63.17㎡,350,宝安区?西乡?,东北,商品房,2室2厅1厨1卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101010079.html,2008年建/板楼,32569元/平米,中央悦城,128.96㎡,420,龙岗区?龙岗中心城?,西,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105100533250.html,1990年建/板塔结合,64088元/平米,荔枝苑,84.26㎡,540,南山区?华侨城?,南,商品房,3室2厅1厨1卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101091517.html,2005年建/板塔结合,37310元/平米,中海怡美山庄,101.85㎡,380,龙岗区?横岗?,南 北,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105100993464.html,2013年建/板塔结合,55658元/平米,中信领航,65.22㎡,363,宝安区?西乡?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共13层)
,其他,https://sz.lianjia.com/ershoufang/105101219378.html,2012年建/板塔结合,55758元/平米,招商果岭花园,74.43㎡,415,宝安区?西乡?,西北,商品房,2室2厅1厨1卫,有,中楼层 (共34层)
,简装,https://sz.lianjia.com/ershoufang/105100709318.html,2001年建/板塔结合,54458元/平米,皇御苑一期,78.96㎡,430,福田区?皇岗?,东南,商品房,2室1厅1厨1卫,有,中楼层 (共35层)
,精装,https://sz.lianjia.com/ershoufang/105101074294.html,2003年建/板塔结合,74820元/平米,万科金域蓝湾二期,108.26㎡,810,福田区?上下沙?,南,商品房,3室1厅1厨2卫,有,中楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105100479457.html,2000年建/板塔结合,44825元/平米,颖隆大厦,49.08㎡,220,罗湖区?布心?,南,商品房,2室1厅1厨1卫,有,中楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100988598.html,2004年建/塔楼,71822元/平米,皇庭世纪,56.39㎡,405,福田区?石厦?,北,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105100848429.html,2007年建/板塔结合,76241元/平米,第五大道高发西岸花园一期,113.85㎡,868,宝安区?宝安中心?,南,商品房,3室2厅1厨2卫,有,低楼层 (共22层)
,精装,https://sz.lianjia.com/ershoufang/105100919489.html,2004年建/板塔结合,46700元/平米,信义假日名城三期菁华园,64.24㎡,300,龙岗区?布吉关?,东,商品房,2室1厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101053165.html,2008年建/板塔结合,57335元/平米,世纪春城四期,113.37㎡,650,龙华区?深圳北站?,南,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101144075.html,1999年建/板塔结合,32335元/平米,丽湖花园二期,55.05㎡,178,龙岗区?布吉水径?,东南,商品房,2室1厅1厨1卫,暂无数据,高楼层 (共8层)
,简装,https://sz.lianjia.com/ershoufang/105101078592.html,2010年建/塔楼,42696元/平米,花语岸,74.95㎡,320,龙岗区?布吉街?,北,商品房,2室1厅1厨1卫,有,中楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105101108193.html,2013年建/板塔结合,39263元/平米,金地名峰,87.87㎡,345,龙岗区?龙岗宝荷?,东南,商品房,3室2厅1厨2卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100933866.html,2001年建/板塔结合,56114元/平米,嘉洲豪园,76.63㎡,430,福田区?新洲?,东南,商品房,2室1厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101117282.html,2009年建/板塔结合,94384元/平米,诺德假日花园,86.88㎡,820,南山区?前海?,南,商品房,3室1厅1厨1卫,有,高楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100690799.html,2002年建/板塔结合,65935元/平米,益田村,100.1㎡,660,福田区?石厦?,南,商品房,3室2厅1厨1卫,有,低楼层 (共32层)
,毛坯,https://sz.lianjia.com/ershoufang/105100896783.html,2010年建/板塔结合,35796元/平米,振业城,223.49㎡,800,龙岗区?横岗?,南,商品房,4室2厅1厨2卫,有,高楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105100937799.html,2012年建/板塔结合,64656元/平米,中粮锦云,78.88㎡,510,宝安区?西乡?,东南,商品房,3室2厅1厨1卫,有,低楼层 (共31层)
,毛坯,https://sz.lianjia.com/ershoufang/105100537496.html,2008年建/板塔结合,45989元/平米,风临域,109.81㎡,505,龙岗区?龙岗中心城?,西南,商品房,5室2厅1厨2卫,有,中楼层 (共17层)
,简装,https://sz.lianjia.com/ershoufang/105091063000.html,2000年建/板塔结合,46324元/平米,鸿园居,68㎡,315,罗湖区?百仕达?,北,商品房,2室1厅1厨1卫,有,低楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101031856.html,2010年建/板塔结合,34956元/平米,万象天成,114.43㎡,400,龙岗区?龙岗中心城?,西北,商品房,3室1厅1厨2卫,有,高楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105101129449.html,2011年建/塔楼,67797元/平米,鼎胜山邻居,47.2㎡,320,南山区?西丽?,南,商品房,2室1厅1厨1卫,有,高楼层 (共15层)
,精装,https://sz.lianjia.com/ershoufang/105101019145.html,2000年建/板塔结合,57702元/平米,国都高尔夫花园二期,79.72㎡,460,福田区?车公庙?,南,商品房,2室1厅1厨1卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101154453.html,2002年建/板楼,45339元/平米,金叶茗苑,125.72㎡,570,宝安区?翻身?,南,商品房,4室2厅2厨2卫,有,高楼层 (共14层)
,精装,https://sz.lianjia.com/ershoufang/105101176406.html,2014年建/板塔结合,34834元/平米,万科红三期,67.75㎡,236,龙岗区?布吉关?,南,商品房,2室1厅1厨1卫,有,中楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105101170935.html,2005年建/塔楼,67562元/平米,深业新岸线一期,120.63㎡,815,宝安区?宝安中心?,东北,商品房,3室2厅1厨2卫,有,高楼层 (共17层)
,其他,https://sz.lianjia.com/ershoufang/105101118603.html,2004年建/板塔结合,48675元/平米,锦绣江南二期,92.45㎡,450,龙华区?深圳北站?,南,商品房,3室2厅1厨2卫,暂无数据,低楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105100968613.html,2002年建/板塔结合,45553元/平米,桐景花园,79.03㎡,360,罗湖区?莲塘?,北,商品房,2室2厅1厨1卫,有,高楼层 (共29层)
,其他,https://sz.lianjia.com/ershoufang/105100869153.html,2005年建/板塔结合,35987元/平米,阳光花园,91.7㎡,330,龙岗区?布吉街?,北,商品房,3室2厅1厨2卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101217538.html,2005年建/板塔结合,48346元/平米,振业城,186.16㎡,900,龙岗区?横岗?,南,商品房,4室1厅1厨3卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101133050.html,2008年建/塔楼,68491元/平米,碧海富通城三期,58.11㎡,398,宝安区?碧海?,西北,商品房,2室2厅1厨2卫,有,中楼层 (共26层)
,简装,https://sz.lianjia.com/ershoufang/105100907130.html,2007年建/板塔结合,57427元/平米,金地名津,54.33㎡,312,福田区?皇岗?,北,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101216669.html,2000年建/板塔结合,42640元/平米,雅涛花园,89.12㎡,380,宝安区?西乡?,西北,商品房,3室2厅1厨2卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101224443.html,2004年建/板塔结合,83651元/平米,豪方悠然居,131.5㎡,1100,南山区?蛇口?,南,商品房,4室2厅1厨2卫,有,高楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105101203597.html,2010年建/板塔结合,61865元/平米,红树绿洲,59㎡,365,福田区?福田保税区?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100999957.html,2002年建/板塔结合,53978元/平米,益田村,88㎡,475,福田区?石厦?,北,商品房,3室2厅1厨1卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101070368.html,2006年建/板塔结合,53367元/平米,联城美园,36.54㎡,195,罗湖区?春风路?,北,商品房,1室1厅1厨1卫,有,低楼层 (共35层)
,其他,https://sz.lianjia.com/ershoufang/105101179933.html,2009年建/板塔结合,87254元/平米,诺德假日花园,126.07㎡,1100,南山区?前海?,南,商品房,4室1厅1厨2卫,有,低楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101060008.html,2010年建/塔楼,34350元/平米,振业峦山谷,59.68㎡,205,龙岗区?龙岗宝荷?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101128457.html,2004年建/板楼,48736元/平米,锦绣江南二期,119.01㎡,580,龙华区?深圳北站?,南,商品房,3室2厅1厨2卫,有,中楼层 (共17层)
,简装,https://sz.lianjia.com/ershoufang/105100473144.html,2006年建/板塔结合,48410元/平米,西城丰和,72.3㎡,350,宝安区?西乡?,南 北,商品房,2室2厅1厨1卫,有,中楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105100431340.html,2007年建/板楼,156811元/平米,半山海景兰溪谷二期,286.97㎡,4500,南山区?蛇口?,南 北,商品房,5室2厅1厨4卫,有,高楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100982420.html,2005年建/塔楼,58162元/平米,海尚国际,104.02㎡,605,南山区?蛇口?,南 北,商品房,3室2厅1厨2卫,有,中楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100710452.html,2003年建/塔楼,54278元/平米,帝港海湾豪园,69.09㎡,375,福田区?福田保税区?,北,商品房,2室2厅1厨1卫,有,中楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105101225552.html,1985年建/板塔结合,64774元/平米,南油A区,80.28㎡,520,南山区?后海?,南 北,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105100804000.html,2006年建/板楼,57815元/平米,碧海富通城一期,103.78㎡,600,宝安区?碧海?,南 北,商品房,3室2厅1厨2卫,有,中楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101137752.html,2008年建/板塔结合,66346元/平米,泰华阳光海小区,143.19㎡,950,宝安区?碧海?,南,商品房,4室2厅1厨2卫,有,低楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105101170042.html,2006年建/塔楼,41518元/平米,英郡年华,64.07㎡,266,龙岗区?丹竹头?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101209198.html,2004年建/板塔结合,62414元/平米,白金时代,43.26㎡,270,宝安区?新安?,西北,商品房,2室2厅1厨1卫,有,中楼层 (共15层)
,精装,https://sz.lianjia.com/ershoufang/105100645068.html,2014年建/板塔结合,60290元/平米,懿花园,86.25㎡,520,龙华区?观澜?,西南,商品房,3室1厅1厨2卫,有,低楼层 (共10层)
,精装,https://sz.lianjia.com/ershoufang/105100863798.html,2013年建/板塔结合,80261元/平米,中洲华府,224.27㎡,1800,宝安区?新安?,东南,商品房,4室3厅1厨2卫,有,高楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100403505.html,2008年建/塔楼,40960元/平米,英郡年华,130.86㎡,536,龙岗区?丹竹头?,西北 东北,商品房,4室2厅1厨2卫,有,低楼层 (共30层)
